itemid	bin_latitude	bin_longitude	bin_timestamp
24	14760.0	22140.0	25
1012	14760.0	22140.0	79
375	12300.0	14760.0	91
34	14760.0	22140.0	23
392	7380.0	19680.0	53
222	12300.0	17220.0	84
831	19680.0	17220.0	16
420	7380.0	19680.0	42
261	14760.0	24600.0	50
383	17220.0	12300.0	56
1167	19680.0	12300.0	5
222	7380.0	19680.0	51
1305	19680.0	17220.0	37
589	19680.0	17220.0	40
451	19680.0	17220.0	5
372	7380.0	19680.0	31
1354	19680.0	17220.0	24
222	7380.0	19680.0	28
284	9840.0	14760.0	69
261	14760.0	22140.0	82
822	12300.0	22140.0	56
1223	14760.0	19680.0	83
383	17220.0	12300.0	66
726	14760.0	27060.0	16
527	14760.0	27060.0	15
1243	12300.0	19680.0	42
184	19680.0	17220.0	38
1232	17220.0	12300.0	43
908	12300.0	19680.0	42
1002	12300.0	19680.0	39
284	4920.0	19680.0	3
1079	19680.0	17220.0	38
385	19680.0	17220.0	51
11	14760.0	22140.0	7
980	14760.0	24600.0	41
839	12300.0	19680.0	55
375	12300.0	17220.0	79
11	12300.0	17220.0	61
673	19680.0	17220.0	31
673	19680.0	17220.0	54
980	14760.0	22140.0	60
1016	19680.0	17220.0	11
980	14760.0	22140.0	80
1232	17220.0	12300.0	12
36	4920.0	19680.0	12
1174	14760.0	27060.0	25
980	14760.0	24600.0	39
1079	19680.0	17220.0	53
284	4920.0	19680.0	1
1184	19680.0	17220.0	69
1158	19680.0	19680.0	97
375	12300.0	19680.0	49
11	12300.0	17220.0	70
696	12300.0	19680.0	94
36	14760.0	22140.0	88
119	7380.0	19680.0	43
1016	19680.0	17220.0	28
822	7380.0	19680.0	85
1051	17220.0	12300.0	4
1137	14760.0	22140.0	60
1243	14760.0	22140.0	32
383	17220.0	12300.0	15
1137	14760.0	22140.0	63
1232	17220.0	12300.0	52
908	12300.0	19680.0	64
877	14760.0	22140.0	39
1167	17220.0	12300.0	55
127	4920.0	19680.0	9
1063	17220.0	12300.0	20
389	14760.0	24600.0	48
119	9840.0	19680.0	48
385	19680.0	17220.0	31
831	19680.0	17220.0	83
1237	14760.0	24600.0	54
261	14760.0	27060.0	22
270	14760.0	24600.0	48
527	12300.0	17220.0	93
393	4920.0	19680.0	13
553	14760.0	22140.0	21
767	14760.0	22140.0	19
284	4920.0	19680.0	13
1012	14760.0	27060.0	26
392	4920.0	19680.0	20
270	14760.0	22140.0	83
1243	14760.0	19680.0	37
62	19680.0	17220.0	27
1232	19680.0	12300.0	2
527	14760.0	19680.0	78
1159	17220.0	12300.0	69
451	19680.0	17220.0	83
1137	14760.0	22140.0	87
375	12300.0	17220.0	62
1223	14760.0	27060.0	17
36	7380.0	19680.0	28
1137	14760.0	24600.0	48
222	9840.0	17220.0	79
831	19680.0	17220.0	51
1367	19680.0	17220.0	22
822	12300.0	22140.0	57
381	17220.0	12300.0	26
333	19680.0	19680.0	86
831	19680.0	17220.0	38
184	19680.0	17220.0	60
877	14760.0	22140.0	10
1174	14760.0	24600.0	38
1167	17220.0	12300.0	16
1232	17220.0	12300.0	50
1167	17220.0	12300.0	34
270	12300.0	22140.0	86
392	7380.0	19680.0	32
392	7380.0	19680.0	41
1012	14760.0	22140.0	65
375	14760.0	22140.0	3
831	19680.0	17220.0	32
989	14760.0	27060.0	10
1184	19680.0	17220.0	106
1354	19680.0	17220.0	32
726	14760.0	22140.0	91
831	19680.0	17220.0	53
385	19680.0	17220.0	25
1079	19680.0	17220.0	54
822	9840.0	19680.0	79
184	19680.0	17220.0	49
1223	14760.0	22140.0	54
261	14760.0	27060.0	23
839	12300.0	19680.0	34
1012	14760.0	24600.0	51
1051	17220.0	12300.0	30
822	14760.0	19680.0	41
831	14760.0	19680.0	102
673	19680.0	17220.0	23
589	19680.0	17220.0	54
1159	17220.0	12300.0	56
1305	19680.0	17220.0	105
553	12300.0	22140.0	59
34	12300.0	19680.0	39
726	14760.0	24600.0	43
222	4920.0	19680.0	18
1137	14760.0	22140.0	62
372	9840.0	17220.0	50
908	14760.0	22140.0	3
1167	17220.0	12300.0	15
493	17220.0	12300.0	26
1243	12300.0	19680.0	59
375	12300.0	17220.0	70
553	12300.0	19680.0	53
868	14760.0	19680.0	31
36	4920.0	19680.0	15
119	4920.0	19680.0	12
1243	14760.0	22140.0	19
1243	14760.0	22140.0	28
383	17220.0	12300.0	8
1305	19680.0	17220.0	19
261	14760.0	22140.0	98
1237	14760.0	22140.0	30
1354	19680.0	17220.0	23
381	17220.0	12300.0	50
673	19680.0	17220.0	71
1016	19680.0	17220.0	17
1305	19680.0	19680.0	97
553	12300.0	19680.0	44
877	14760.0	22140.0	33
589	19680.0	17220.0	69
767	12300.0	19680.0	45
527	14760.0	22140.0	71
451	19680.0	17220.0	43
1016	19680.0	17220.0	48
389	14760.0	22140.0	54
62	19680.0	17220.0	37
1243	9840.0	17220.0	70
270	14760.0	22140.0	73
375	12300.0	19680.0	52
333	19680.0	17220.0	111
119	14760.0	22140.0	76
831	19680.0	17220.0	41
908	9840.0	19680.0	76
1354	19680.0	17220.0	100
1012	14760.0	24600.0	36
34	14760.0	19680.0	34
1174	14760.0	27060.0	4
389	14760.0	22140.0	59
877	14760.0	22140.0	23
11	12300.0	17220.0	75
36	7380.0	19680.0	30
822	14760.0	22140.0	12
1158	19680.0	17220.0	35
392	7380.0	19680.0	33
1137	14760.0	22140.0	74
1232	17220.0	12300.0	25
696	14760.0	22140.0	70
673	19680.0	17220.0	28
877	14760.0	22140.0	1
1159	17220.0	12300.0	39
222	7380.0	19680.0	44
1243	12300.0	17220.0	74
989	14760.0	22140.0	83
673	19680.0	17220.0	65
393	4920.0	19680.0	9
333	19680.0	19680.0	100
284	9840.0	14760.0	64
261	14760.0	22140.0	97
877	14760.0	22140.0	19
284	9840.0	14760.0	74
650	19680.0	17220.0	47
1232	17220.0	12300.0	13
553	14760.0	22140.0	24
839	12300.0	19680.0	33
1354	19680.0	17220.0	77
989	14760.0	22140.0	75
767	14760.0	22140.0	24
527	14760.0	22140.0	56
989	14760.0	22140.0	87
11	14760.0	22140.0	3
1137	14760.0	24600.0	55
908	7380.0	17220.0	91
36	7380.0	19680.0	23
333	19680.0	17220.0	7
696	14760.0	24600.0	28
34	12300.0	22140.0	52
372	4920.0	19680.0	20
1046	4920.0	19680.0	3
270	12300.0	19680.0	94
1305	19680.0	19680.0	79
261	14760.0	24600.0	61
1223	14760.0	27060.0	14
389	14760.0	27060.0	18
385	19680.0	17220.0	5
1232	17220.0	12300.0	59
1002	14760.0	22140.0	3
393	7380.0	19680.0	43
184	19680.0	17220.0	52
1305	19680.0	17220.0	113
284	9840.0	14760.0	73
1243	14760.0	22140.0	2
62	19680.0	17220.0	20
1237	14760.0	22140.0	43
1174	14760.0	27060.0	24
493	17220.0	14760.0	59
1016	19680.0	17220.0	66
1243	14760.0	22140.0	10
989	14760.0	22140.0	84
1243	14760.0	22140.0	26
1046	7380.0	19680.0	37
1051	17220.0	12300.0	50
1159	17220.0	14760.0	15
650	19680.0	17220.0	35
1354	19680.0	17220.0	16
1243	14760.0	22140.0	22
831	19680.0	17220.0	80
1046	9840.0	14760.0	76
1016	19680.0	17220.0	36
1016	19680.0	17220.0	62
24	14760.0	22140.0	22
839	14760.0	22140.0	5
565	17220.0	12300.0	44
372	4920.0	19680.0	4
11	14760.0	19680.0	37
1237	14760.0	24600.0	64
1167	17220.0	12300.0	62
726	14760.0	22140.0	85
119	7380.0	19680.0	28
980	14760.0	27060.0	8
34	12300.0	19680.0	50
270	14760.0	24600.0	49
1167	17220.0	12300.0	58
1016	19680.0	17220.0	56
36	7380.0	19680.0	44
1174	14760.0	19680.0	99
261	14760.0	22140.0	68
989	14760.0	22140.0	76
1167	17220.0	12300.0	63
1184	19680.0	17220.0	18
393	4920.0	19680.0	7
261	14760.0	22140.0	91
36	14760.0	19680.0	84
36	12300.0	19680.0	76
1063	17220.0	12300.0	15
1002	14760.0	22140.0	2
822	12300.0	22140.0	61
553	14760.0	19680.0	38
673	19680.0	17220.0	80
36	14760.0	19680.0	85
375	14760.0	22140.0	26
392	7380.0	19680.0	50
980	14760.0	22140.0	82
989	14760.0	27060.0	12
383	14760.0	12300.0	75
1367	19680.0	17220.0	35
589	19680.0	17220.0	66
34	12300.0	19680.0	46
1305	19680.0	17220.0	18
673	19680.0	17220.0	99
980	14760.0	27060.0	6
1354	19680.0	17220.0	35
119	17220.0	22140.0	94
222	7380.0	19680.0	31
767	12300.0	22140.0	59
831	19680.0	17220.0	47
389	14760.0	27060.0	17
284	4920.0	19680.0	5
11	12300.0	17220.0	71
385	19680.0	17220.0	21
980	14760.0	22140.0	69
389	14760.0	22140.0	60
383	17220.0	12300.0	21
1016	19680.0	17220.0	60
119	12300.0	22140.0	62
696	14760.0	27060.0	7
1184	19680.0	17220.0	19
989	14760.0	22140.0	64
1174	14760.0	22140.0	89
184	19680.0	17220.0	55
673	19680.0	17220.0	69
1367	19680.0	17220.0	24
392	7380.0	19680.0	27
726	14760.0	22140.0	77
127	4920.0	19680.0	8
1367	19680.0	17220.0	58
333	19680.0	17220.0	20
673	19680.0	17220.0	43
726	14760.0	24600.0	54
1137	14760.0	27060.0	33
822	14760.0	22140.0	16
673	19680.0	17220.0	63
420	7380.0	19680.0	30
1079	19680.0	17220.0	4
222	7380.0	19680.0	32
184	19680.0	17220.0	44
565	17220.0	12300.0	28
673	19680.0	17220.0	35
1137	14760.0	27060.0	28
385	19680.0	17220.0	57
375	12300.0	19680.0	58
1367	19680.0	17220.0	62
673	19680.0	17220.0	98
650	19680.0	17220.0	15
1079	19680.0	17220.0	31
392	7380.0	19680.0	37
261	14760.0	22140.0	100
553	12300.0	22140.0	62
34	14760.0	22140.0	7
650	19680.0	17220.0	48
1051	17220.0	12300.0	19
1354	19680.0	17220.0	33
261	14760.0	22140.0	94
393	7380.0	19680.0	23
1174	14760.0	22140.0	71
1243	14760.0	22140.0	34
1159	17220.0	12300.0	31
989	14760.0	22140.0	78
1184	19680.0	17220.0	115
1367	19680.0	17220.0	39
270	14760.0	24600.0	45
34	14760.0	22140.0	5
1063	19680.0	9840.0	1
393	7380.0	19680.0	22
696	14760.0	22140.0	80
184	19680.0	17220.0	82
1174	14760.0	19680.0	97
726	14760.0	24600.0	63
915	7380.0	19680.0	42
839	14760.0	22140.0	2
451	19680.0	17220.0	49
270	12300.0	27060.0	7
1137	14760.0	22140.0	73
565	17220.0	12300.0	14
553	7380.0	19680.0	79
524	7380.0	19680.0	41
119	7380.0	19680.0	22
1223	14760.0	24600.0	38
1159	17220.0	12300.0	16
372	12300.0	19680.0	69
1184	19680.0	17220.0	79
393	9840.0	19680.0	49
877	14760.0	24600.0	55
372	4920.0	19680.0	24
1158	19680.0	19680.0	103
392	4920.0	19680.0	1
1243	14760.0	22140.0	33
451	19680.0	17220.0	97
1079	19680.0	17220.0	33
1367	19680.0	17220.0	4
1137	12300.0	19680.0	91
24	14760.0	22140.0	32
1046	4920.0	19680.0	10
989	14760.0	22140.0	56
1046	9840.0	12300.0	83
980	14760.0	24600.0	37
261	14760.0	22140.0	81
822	7380.0	19680.0	80
696	14760.0	24600.0	39
392	7380.0	19680.0	36
696	14760.0	22140.0	66
1046	9840.0	17220.0	58
1354	19680.0	17220.0	36
673	19680.0	17220.0	32
383	17220.0	12300.0	41
1137	14760.0	27060.0	23
1002	9840.0	19680.0	71
524	7380.0	19680.0	34
1002	7380.0	19680.0	81
989	12300.0	27060.0	4
127	7380.0	19680.0	37
1184	19680.0	17220.0	87
440	17220.0	12300.0	52
270	14760.0	24600.0	38
1158	19680.0	19680.0	95
451	19680.0	17220.0	74
270	14760.0	27060.0	22
839	14760.0	22140.0	19
908	12300.0	19680.0	59
1232	17220.0	12300.0	9
451	19680.0	17220.0	28
565	17220.0	12300.0	19
877	14760.0	24600.0	63
1158	19680.0	17220.0	1
284	7380.0	19680.0	34
589	19680.0	17220.0	27
11	14760.0	22140.0	34
1137	14760.0	24600.0	36
184	19680.0	17220.0	16
868	14760.0	22140.0	11
589	19680.0	17220.0	26
184	19680.0	17220.0	63
1137	14760.0	24600.0	47
127	7380.0	19680.0	24
1158	19680.0	17220.0	23
440	14760.0	14760.0	6
381	17220.0	12300.0	55
1137	14760.0	22140.0	85
333	19680.0	17220.0	35
673	19680.0	17220.0	73
383	17220.0	12300.0	59
1002	14760.0	22140.0	24
726	14760.0	27060.0	17
650	19680.0	17220.0	46
1012	14760.0	27060.0	33
589	19680.0	17220.0	49
381	17220.0	12300.0	54
915	4920.0	19680.0	18
1158	19680.0	19680.0	98
527	14760.0	27060.0	2
1305	19680.0	17220.0	20
11	12300.0	17220.0	69
524	7380.0	17220.0	50
980	14760.0	27060.0	17
1174	14760.0	24600.0	40
333	19680.0	17220.0	22
839	14760.0	19680.0	29
1305	19680.0	17220.0	106
1223	14760.0	27060.0	22
915	4920.0	19680.0	1
1051	17220.0	12300.0	8
333	19680.0	17220.0	3
726	14760.0	27060.0	12
420	7380.0	19680.0	41
222	7380.0	19680.0	29
372	7380.0	17220.0	46
877	14760.0	24600.0	60
119	14760.0	22140.0	75
393	7380.0	19680.0	33
527	14760.0	19680.0	76
420	7380.0	19680.0	44
650	19680.0	17220.0	39
1354	19680.0	17220.0	101
1184	19680.0	17220.0	45
650	19680.0	17220.0	36
989	12300.0	27060.0	8
726	14760.0	22140.0	92
389	14760.0	24600.0	32
1223	14760.0	19680.0	101
868	12300.0	19680.0	44
868	12300.0	19680.0	49
1243	14760.0	22140.0	5
127	7380.0	19680.0	42
767	12300.0	19680.0	51
553	9840.0	19680.0	66
524	4920.0	19680.0	20
527	14760.0	22140.0	60
270	14760.0	24600.0	42
119	7380.0	19680.0	46
831	19680.0	17220.0	22
1063	17220.0	12300.0	34
1079	19680.0	19680.0	107
284	9840.0	12300.0	78
1046	7380.0	19680.0	22
673	19680.0	17220.0	66
908	12300.0	19680.0	40
877	14760.0	22140.0	37
527	14760.0	27060.0	8
1137	12300.0	27060.0	5
908	12300.0	19680.0	53
119	7380.0	19680.0	25
553	14760.0	22140.0	35
389	14760.0	22140.0	75
989	14760.0	22140.0	79
565	17220.0	12300.0	13
62	17220.0	17220.0	49
1184	19680.0	17220.0	98
650	19680.0	17220.0	4
1354	19680.0	19680.0	117
980	14760.0	27060.0	21
381	19680.0	12300.0	11
284	9840.0	14760.0	71
1174	14760.0	24600.0	48
1051	17220.0	12300.0	12
696	12300.0	19680.0	86
726	14760.0	19680.0	102
36	4920.0	19680.0	2
119	7380.0	19680.0	23
420	7380.0	19680.0	21
1079	19680.0	19680.0	109
36	7380.0	19680.0	48
553	12300.0	22140.0	60
372	7380.0	19680.0	27
24	14760.0	22140.0	28
451	19680.0	17220.0	38
381	17220.0	12300.0	16
36	7380.0	19680.0	33
650	19680.0	17220.0	38
1002	14760.0	22140.0	25
62	19680.0	17220.0	31
1002	14760.0	22140.0	12
1237	14760.0	22140.0	14
420	7380.0	19680.0	46
127	4920.0	19680.0	1
1184	19680.0	17220.0	59
915	4920.0	19680.0	6
1079	19680.0	17220.0	34
822	9840.0	19680.0	73
908	9840.0	19680.0	74
527	12300.0	19680.0	82
36	7380.0	19680.0	46
831	19680.0	17220.0	48
1016	19680.0	17220.0	43
119	17220.0	22140.0	97
1046	4920.0	19680.0	1
1243	14760.0	22140.0	13
696	14760.0	22140.0	78
383	17220.0	12300.0	7
493	17220.0	12300.0	17
1159	14760.0	14760.0	2
989	14760.0	24600.0	51
1305	19680.0	19680.0	75
565	17220.0	12300.0	12
184	19680.0	17220.0	2
375	14760.0	22140.0	35
831	19680.0	17220.0	52
375	14760.0	22140.0	33
34	9840.0	22140.0	67
989	14760.0	22140.0	59
36	4920.0	19680.0	20
989	14760.0	22140.0	94
184	19680.0	17220.0	40
877	14760.0	22140.0	28
1159	17220.0	12300.0	36
1354	19680.0	17220.0	55
375	12300.0	19680.0	57
524	7380.0	19680.0	25
1305	19680.0	17220.0	17
1232	17220.0	12300.0	47
696	12300.0	19680.0	97
1243	12300.0	19680.0	45
831	19680.0	17220.0	81
451	19680.0	17220.0	31
1354	19680.0	17220.0	64
24	14760.0	24600.0	40
767	14760.0	22140.0	7
1223	14760.0	19680.0	87
1137	14760.0	22140.0	65
1002	12300.0	22140.0	46
673	19680.0	17220.0	36
383	17220.0	12300.0	30
375	12300.0	17220.0	80
1243	14760.0	22140.0	20
831	19680.0	17220.0	7
375	14760.0	22140.0	27
119	14760.0	22140.0	74
385	19680.0	17220.0	26
1012	14760.0	24600.0	42
1243	14760.0	22140.0	16
589	19680.0	17220.0	47
184	19680.0	17220.0	19
333	19680.0	19680.0	79
1305	19680.0	17220.0	1
1158	19680.0	19680.0	88
1354	19680.0	17220.0	29
767	12300.0	22140.0	58
915	9840.0	19680.0	52
589	19680.0	17220.0	114
440	17220.0	12300.0	25
493	17220.0	12300.0	32
119	4920.0	19680.0	8
1063	19680.0	9840.0	3
493	17220.0	12300.0	27
1002	7380.0	19680.0	83
1243	9840.0	17220.0	68
184	19680.0	17220.0	67
385	19680.0	17220.0	29
908	9840.0	17220.0	80
1002	9840.0	19680.0	70
553	14760.0	22140.0	30
696	14760.0	27060.0	6
1223	14760.0	22140.0	65
1243	14760.0	22140.0	21
36	7380.0	19680.0	34
1243	14760.0	22140.0	12
119	7380.0	19680.0	31
493	17220.0	12300.0	46
62	19680.0	17220.0	34
372	4920.0	19680.0	15
1167	17220.0	12300.0	28
372	4920.0	19680.0	6
1243	12300.0	19680.0	46
1354	19680.0	17220.0	68
696	12300.0	19680.0	92
62	19680.0	17220.0	8
589	19680.0	17220.0	113
1367	19680.0	17220.0	2
1167	17220.0	12300.0	49
