itemid	bin_latitude	bin_longitude	bin_timestamp
324	19680.0	17220.0	2
324	19680.0	19680.0	93
324	19680.0	19680.0	79
324	19680.0	19680.0	98
981	19680.0	17220.0	41
324	19680.0	19680.0	94
981	19680.0	17220.0	39
324	19680.0	17220.0	110
805	19680.0	17220.0	25
805	19680.0	17220.0	69
324	19680.0	19680.0	97
805	19680.0	17220.0	72
805	19680.0	17220.0	57
324	19680.0	17220.0	1
324	19680.0	19680.0	99
805	19680.0	17220.0	35
805	19680.0	17220.0	4
324	19680.0	17220.0	5
981	19680.0	17220.0	37
805	14760.0	19680.0	102
324	19680.0	17220.0	10
805	19680.0	17220.0	21
805	19680.0	17220.0	3
805	19680.0	17220.0	84
324	19680.0	17220.0	16
805	19680.0	17220.0	81
981	19680.0	17220.0	11
981	19680.0	17220.0	7
324	19680.0	17220.0	105
981	19680.0	17220.0	53
981	19680.0	17220.0	19
981	19680.0	17220.0	20
981	19680.0	17220.0	1
324	19680.0	17220.0	34
324	19680.0	19680.0	96
324	19680.0	19680.0	87
805	19680.0	17220.0	74
805	19680.0	17220.0	49
981	19680.0	17220.0	64
805	14760.0	19680.0	101
981	19680.0	17220.0	60
981	19680.0	17220.0	66
981	19680.0	17220.0	51
805	19680.0	17220.0	12
981	19680.0	17220.0	9
981	19680.0	17220.0	2
981	19680.0	17220.0	29
805	19680.0	17220.0	79
324	19680.0	17220.0	31
324	19680.0	17220.0	21
805	19680.0	17220.0	83
805	19680.0	17220.0	82
324	19680.0	19680.0	83
981	19680.0	17220.0	44
324	19680.0	19680.0	84
805	19680.0	17220.0	77
981	19680.0	17220.0	16
805	19680.0	17220.0	13
324	19680.0	19680.0	74
324	19680.0	17220.0	111
981	19680.0	17220.0	46
805	19680.0	17220.0	63
981	19680.0	17220.0	23
981	19680.0	17220.0	6
805	19680.0	17220.0	27
805	19680.0	17220.0	55
324	19680.0	17220.0	107
981	19680.0	17220.0	48
981	19680.0	17220.0	17
805	19680.0	17220.0	53
324	19680.0	17220.0	102
805	19680.0	17220.0	46
981	19680.0	17220.0	38
981	19680.0	17220.0	18
805	19680.0	17220.0	50
324	19680.0	17220.0	7
981	19680.0	17220.0	27
324	19680.0	17220.0	103
805	19680.0	17220.0	8
